idVariable,fecha,valor
1,05/01/1999,33.043
1,06/01/1999,33.130
1,07/01/1999,33.555
1,08/01/1999,33.555
1,11/01/1999,33.482
1,12/01/1999,33.564
1,13/01/1999,33.562
1,14/01/1999,33.587
1,15/01/1999,33.009
1,18/01/1999,33.016
1,19/01/1999,32.953
1,20/01/1999,32.963
1,21/01/1999,33.052
1,22/01/1999,33.084
1,25/01/1999,32.982
1,26/01/1999,32.987
1,27/01/1999,32.763
1,28/01/1999,32.719
1,29/01/1999,30.931
1,01/02/1999,31.893
1,02/02/1999,32.086
1,03/02/1999,33.816
1,04/02/1999,33.865
1,05/02/1999,33.782
1,08/02/1999,33.832
1,09/02/1999,33.736
1,10/02/1999,33.881
1,11/02/1999,33.844
1,12/02/1999,33.593
1,15/02/1999,33.611
1,16/02/1999,33.383
1,17/02/1999,33.276
1,18/02/1999,33.549
1,19/02/1999,33.454
1,22/02/1999,33.042
1,23/02/1999,32.718
1,24/02/1999,32.320
1,25/02/1999,33.368
1,26/02/1999,33.342
1,01/03/1999,33.969
1,02/03/1999,34.046
1,03/03/1999,33.872
1,04/03/1999,34.126
1,05/03/1999,34.224
1,08/03/1999,34.115
1,09/03/1999,33.774
1,10/03/1999,33.803
1,11/03/1999,33.653
1,12/03/1999,33.585
1,15/03/1999,33.629
1,16/03/1999,33.469
1,17/03/1999,33.460
1,18/03/1999,33.271
1,19/03/1999,33.555
1,22/03/1999,33.600
1,23/03/1999,33.266
1,24/03/1999,33.371
1,25/03/1999,33.517
1,26/03/1999,33.726
1,29/03/1999,32.762
1,30/03/1999,32.054
1,31/03/1999,31.725
1,05/04/1999,32.727
1,06/04/1999,33.108
1,07/04/1999,34.165
1,08/04/1999,33.997
1,09/04/1999,33.885
1,12/04/1999,33.683
1,13/04/1999,33.822
1,14/04/1999,33.452
1,15/04/1999,33.210
1,16/04/1999,32.968
1,19/04/1999,32.830
1,20/04/1999,32.388
1,21/04/1999,32.438
1,22/04/1999,32.356
1,23/04/1999,31.025
1,26/04/1999,31.251
1,27/04/1999,31.031
1,28/04/1999,30.873
1,29/04/1999,30.801
1,30/04/1999,30.522
1,03/05/1999,31.410
1,04/05/1999,31.644
1,05/05/1999,31.160
1,06/05/1999,31.293
1,07/05/1999,31.492
1,10/05/1999,31.445
1,11/05/1999,31.670
1,12/05/1999,32.012
1,13/05/1999,32.077
1,14/05/1999,32.238
1,17/05/1999,32.251
1,18/05/1999,31.957
1,19/05/1999,31.814
1,20/05/1999,31.565
1,21/05/1999,31.433
1,24/05/1999,31.406
1,26/05/1999,32.126
1,27/05/1999,32.251
